index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
4689	4689	4689	paper:upward_monotone:lexical_knowledge					every alien played with some toys.	every alien played with some toy cars.						neutral
4690	4690	4690	paper:upward_monotone					every alien threw some balls.	every alien threw some tennis balls.						neutral
4691	4691	4691	paper:upward_monotone:lexical_knowledge					every alien drank some coke.	every alien drank some soda.						entailment
4692	4692	4692	paper:upward_monotone:lexical_knowledge					every alien read some sci-fi novels.	every alien read some books.						entailment
4693	4693	4693	paper:upward_monotone:lexical_knowledge					every alien played with some toy cars.	every alien played with some toys.						entailment
4694	4694	4694	paper:upward_monotone					every alien threw some tennis balls.	every alien threw some balls.						entailment
4695	4695	4695	paper:upward_monotone:lexical_knowledge					many aliens drank some soda.	many aliens drank some coke.						neutral
4696	4696	4696	paper:upward_monotone:lexical_knowledge					many aliens read some books.	many aliens read some sci-fi novels.						neutral
4697	4697	4697	paper:upward_monotone:lexical_knowledge					many aliens played with some toys.	many aliens played with some toy cars.						neutral
4698	4698	4698	paper:upward_monotone					many aliens threw some balls.	many aliens threw some tennis balls.						neutral
4699	4699	4699	paper:upward_monotone:lexical_knowledge					many aliens drank some coke.	many aliens drank some soda.						entailment
4700	4700	4700	paper:upward_monotone:lexical_knowledge					many aliens read some sci-fi novels.	many aliens read some books.						entailment
4701	4701	4701	paper:upward_monotone:lexical_knowledge					many aliens played with some toy cars.	many aliens played with some toys.						entailment
4702	4702	4702	paper:upward_monotone					many aliens threw some tennis balls.	many aliens threw some balls.						entailment
4703	4703	4703	paper:upward_monotone:lexical_knowledge					the red alien drank some soda.	the red alien drank some coke.						neutral
4704	4704	4704	paper:upward_monotone:lexical_knowledge					the red alien read some books.	the red alien read some sci-fi novels.						neutral
4705	4705	4705	paper:upward_monotone:lexical_knowledge					the red alien played with some toys.	the red alien played with some toy cars.						neutral
4706	4706	4706	paper:upward_monotone					the red alien threw some balls.	the red alien threw some tennis balls.						neutral
4707	4707	4707	paper:upward_monotone:lexical_knowledge					the blue alien drank some coke.	the blue alien drank some soda.						entailment
4708	4708	4708	paper:upward_monotone:lexical_knowledge					the blue alien read some sci-fi novels.	the blue alien read some books.						entailment
4709	4709	4709	paper:upward_monotone:lexical_knowledge					the blue alien played with some toy cars.	the blue alien played with some toys.						entailment
4710	4710	4710	paper:upward_monotone					the blue alien threw some tennis balls.	the blue alien threw some balls.						entailment
4711	4711	4711	paper:downward_monotone:lexical_knowledge					few aliens drank any soda.	few aliens drank any coke.						entailment
4712	4712	4712	paper:downward_monotone:lexical_knowledge					few aliens watched any sports matches.	few aliens watched any baseball matches.						entailment
4713	4713	4713	paper:downward_monotone:lexical_knowledge					few aliens played with any toys.	few aliens played with any toy cars.						entailment
4714	4714	4714	paper:downward_monotone:lexical_knowledge					few aliens drove any cars.	few aliens drove any suvs.						entailment
4715	4715	4715	paper:downward_monotone:lexical_knowledge					few aliens drank any coke.	few aliens drank any soda.						neutral
4716	4716	4716	paper:downward_monotone:lexical_knowledge					few aliens watched any baseball matches.	few aliens watched any sports matches.						neutral
4717	4717	4717	paper:downward_monotone:lexical_knowledge					few aliens played with any toy cars.	few aliens played with any toys.						neutral
4718	4718	4718	paper:downward_monotone:lexical_knowledge					few aliens drove any suvs.	few aliens drove any cars.						neutral
4719	4719	4719	paper:downward_monotone:lexical_knowledge					the red alien did not drink any soda.	the red alien did not drink any coke.						entailment
4720	4720	4720	paper:downward_monotone:lexical_knowledge					the red alien did not watch any sports matches.	the red alien did not watch any baseball matches.						entailment
4721	4721	4721	paper:downward_monotone:lexical_knowledge					the red alien did not play with any toys.	the red alien did not play with any toy cars.						entailment
4722	4722	4722	paper:downward_monotone:lexical_knowledge					the red alien did not drive any cars.	the red alien did not drive any suvs.						entailment
4723	4723	4723	paper:downward_monotone:lexical_knowledge					the blue alien did not drink any coke.	the blue alien did not drink any soda.						neutral
4724	4724	4724	paper:downward_monotone:lexical_knowledge					the blue alien did not watch any baseball matches.	the blue alien did not watch any sports matches.						neutral
4725	4725	4725	paper:downward_monotone:lexical_knowledge					the blue alien did not play with any toy cars.	the blue alien did not play with any toys.						neutral
4726	4726	4726	paper:downward_monotone:lexical_knowledge					the blue alien did not drive any suvs.	the blue alien did not drive any cars.						neutral
4727	4727	4727	paper:downward_monotone:lexical_knowledge					no alien drank any soda.	no alien drank any coke.						entailment
4728	4728	4728	paper:downward_monotone:lexical_knowledge					no alien watched any sports matches.	no alien watched any baseball matches.						entailment
4729	4729	4729	paper:downward_monotone:lexical_knowledge					no alien played with any toys.	no alien played with any toy cars.						entailment
4730	4730	4730	paper:downward_monotone:lexical_knowledge					no alien drove any cars.	no alien drove any suvs.						entailment
4731	4731	4731	paper:downward_monotone:lexical_knowledge					no alien drank any coke.	no alien drank any soda.						neutral
4732	4732	4732	paper:downward_monotone:lexical_knowledge					no alien watched any baseball matches.	no alien watched any sports matches.						neutral
4733	4733	4733	paper:downward_monotone:lexical_knowledge					no alien played with any toy cars.	no alien played with any toys.						neutral
4734	4734	4734	paper:downward_monotone:lexical_knowledge					no alien drove any suvs.	no alien drove any cars.						neutral
4735	4735	4735	paper:non_monotone:lexical_knowledge					exactly 12 aliens drank any soda.	exactly 12 aliens drank any coke.						neutral
4736	4736	4736	paper:non_monotone:lexical_knowledge					exactly 12 aliens watched any sports matches.	exactly 12 aliens watched any baseball matches.						neutral
4737	4737	4737	paper:non_monotone:lexical_knowledge					exactly 12 aliens played with any toys.	exactly 12 aliens played with any toy cars.						neutral
4738	4738	4738	paper:non_monotone:lexical_knowledge					exactly 12 aliens drove any cars.	exactly 12 aliens drove any suvs.						neutral
4739	4739	4739	paper:non_monotone:lexical_knowledge					exactly 12 aliens drank any coke.	exactly 12 aliens drank any soda.						neutral
4740	4740	4740	paper:non_monotone:lexical_knowledge					exactly 12 aliens watched any baseball matches.	exactly 12 aliens watched any sports matches.						neutral
4741	4741	4741	paper:non_monotone:lexical_knowledge					exactly 12 aliens played with any toy cars.	exactly 12 aliens played with any toys.						neutral
4742	4742	4742	paper:non_monotone:lexical_knowledge					exactly 12 aliens drove any suvs.	exactly 12 aliens drove any cars.						neutral
4743	4743	4743	paper:non_monotone:lexical_knowledge					only 12 aliens drank any soda.	only 12 aliens drank any coke.						neutral
4744	4744	4744	paper:non_monotone:lexical_knowledge					only 12 aliens watched any sports matches.	only 12 aliens watched any baseball matches.						neutral
4745	4745	4745	paper:non_monotone:lexical_knowledge					only 12 aliens played with any toys.	only 12 aliens played with any toy cars.						neutral
4746	4746	4746	paper:non_monotone:lexical_knowledge					only 12 aliens drove any cars.	only 12 aliens drove any suvs.						neutral
4747	4747	4747	paper:non_monotone:lexical_knowledge					only 12 aliens drank any coke.	only 12 aliens drank any soda.						neutral
4748	4748	4748	paper:non_monotone:lexical_knowledge					only 12 aliens watched any baseball matches.	only 12 aliens watched any sports matches.						neutral
4749	4749	4749	paper:non_monotone:lexical_knowledge					only 12 aliens played with any toy cars.	only 12 aliens played with any toys.						neutral
4750	4750	4750	paper:non_monotone:lexical_knowledge					only 12 aliens drove any suvs.	only 12 aliens drove any cars.						neutral
4751	4751	4751	paper:non_monotone					exactly 12 aliens read some magazines.	exactly 12 aliens read some news magazines.						neutral
4752	4752	4752	paper:non_monotone					exactly 12 aliens ate at some restaurants.	exactly 12 aliens ate at some mexican restaurants.						neutral
4753	4753	4753	paper:non_monotone:lexical_knowledge					exactly 12 aliens bought some clothes.	exactly 12 aliens bought some shirts.						neutral
4754	4754	4754	paper:non_monotone:lexical_knowledge					exactly 12 aliens used some coins.	exactly 12 aliens used some quarters.						neutral
4755	4755	4755	paper:non_monotone					exactly 12 aliens read some news magazines.	exactly 12 aliens read some magazines.						neutral
4756	4756	4756	paper:non_monotone					exactly 12 aliens ate at some mexican restaurants.	exactly 12 aliens ate at some restaurants.						neutral
4757	4757	4757	paper:non_monotone:lexical_knowledge					exactly 12 aliens bought some shirts.	exactly 12 aliens bought some clothes.						neutral
4758	4758	4758	paper:non_monotone:lexical_knowledge					exactly 12 aliens used some quarters.	exactly 12 aliens used some coins.						neutral
4759	4759	4759	paper:non_monotone					only 12 aliens read some magazines.	only 12 aliens read some news magazines.						neutral
4760	4760	4760	paper:non_monotone					only 12 aliens ate at some restaurants.	only 12 aliens ate at some mexican restaurants.						neutral
4761	4761	4761	paper:non_monotone:lexical_knowledge					only 12 aliens bought some clothes.	only 12 aliens bought some shirts.						neutral
4762	4762	4762	paper:non_monotone:lexical_knowledge					only 12 aliens used some coins.	only 12 aliens used some quarters.						neutral
4763	4763	4763	paper:non_monotone					only 12 aliens read some news magazines.	only 12 aliens read some magazines.						neutral
4764	4764	4764	paper:non_monotone					only 12 aliens ate at some mexican restaurants.	only 12 aliens ate at some restaurants.						neutral
4765	4765	4765	paper:non_monotone:lexical_knowledge					only 12 aliens bought some shirts.	only 12 aliens bought some clothes.						neutral
4766	4766	4766	paper:non_monotone:lexical_knowledge					only 12 aliens used some quarters.	only 12 aliens used some coins.						neutral
4767	4767	4767	paper:upward_monotone					every alien read some magazines.	every alien read some news magazines.						neutral
4768	4768	4768	paper:upward_monotone					every alien ate at some restaurants.	every alien ate at some mexican restaurants.						neutral
4769	4769	4769	paper:upward_monotone:lexical_knowledge					every alien bought some clothes.	every alien bought some shirts.						neutral
